ID,NameSubtext_lang,Description_lang,AuraDescription_lang
29497,,"Curses an enemy for $d, giving it a chance to damage itself on attack.","Your attacks have a high chance to damage you."
29501,,"Chance to strike your target with a Frost Arrow for $29502s1 Frost damage.",
29502,,"Frost Arrow for $s1 Frost damage.",
29507,,"Applies the Lesser Ward of Shielding to your shield.  This ward absorbs up to $29674s1 points of damage before it fails.",
29511,,"Puts all nearby enemy targets in a state of meditation, incapacitating them for $d.  Breaks on damage.",Incapacitated.
29512,,"Deal $s1 Holy damage and prevents spellcasting for $d.","Cannot cast spells."
29514,,"Causes an explosion of holy light around the caster, causing $s1 Holy damage to all enemy targets within $a1 yards and healing all party members within $29514a2 yards for $29514s2.  These effects cause no threat.",
29515,,"TEST Scorch the enemy for $s1 Fire damage.",
29516,,"Entrances the target in dance, preventing all actions for up to $d.  Any damage caused will remove the effect.","Let the good times roll!

Charmed."
29517,,"Poison the troll foodstuff in Zeb'Nowa.",
29519,,,"Silithyst dust surrounds and burdens you, limiting your speed."
29521,,"Increases the dance and attack speed of all nearby party members by $s1%. The aura lasts until cancelled.","Attack speed increased by $s1%."
29525,,"Nethersteps the caster 10 yards forward, unless something is in the way.  Also frees the caster from stuns and bonds.",Blinking.
29528,,"Inoculates the targeted Nestlewood Owlkin.",
29534,,,"Melee, ranged and spell damage dealt increased by $s2%."
29537,,"Summons $s1 $lPhantom Hound:Phantom Hounds; to aid the caster in battle for $d.",
29538,,"Knocks the player up into the air.",Whee!
29539,,"Reduces the target's movement speed by $s1% for $d.","Movement speed slowed by $s1%."
29540,,"Reduces the target's strength by $s2% and movement speed by $s1% for $d.","Movement speed slowed by $s1%.
Strength reduced by $s2%."
29541,,"Visual effect for Phantom Hound Unsummon.",
29542,,"Fill the Azure Phial at Elrendar Falls.",
29555,,"A strong hit that inflicts weapon damage plus $s1 and throws the enemy off balance, reducing their chance to hit with physical attacks by $s2 for $d.","Chance to hit reduced by $s2%."
29559,"Rank 1","You retain up to $s1% of your rage when you change from Defensive Stance to any other stance.",
29578,,"Inflicts Physical damage to an enemy every $t1 sec. for $d.","$s1 Physical damage inflicted every $t1 sec."
29581,,"Pummels an enemy for melee damage.",
29588,"Rank 2","You retain up to $s1% of your rage when you change from Defensive Stance to any other stance.",
29589,"Rank 3","You retain up to $s1% of your rage when you change from Defensive Stance to any other stance.",
29590,"Rank 1","Increases your chance to hit with melee weapons by $s1%.",
29591,"Rank 2","Increases your chance to hit with melee weapons by $s1%.",
29592,"Rank 3","Increases your chance to hit with melee weapons by $s1%.",
29593,"Rank 1","Reduces all spell damage taken while in Defensive Stance by $s1%.",
29594,"Rank 2","Reduces all spell damage taken while in Defensive Stance by $s1%.",
29595,"Rank 3","Reduces all spell damage taken while in Defensive Stance by $s1%.",
29601,,"Each spell cast within 20 seconds will grant a stacking bonus of 21 mana regen per 5 sec. Expires after 20 seconds.  Abilities with no mana cost will not trigger this trinket.","Chance to gain increased mana regeneration."
29602,,"Increases attack power by $29604s1 and an additional $29604s1 every $t1 sec.  Lasts $d.","Increases attack power by $29604s1 every $t1 sec."
29604,,,"Increases attack power by $s1."
29607,"Rank 10","Debug launches a bolt of frost at the enemy, causing $s2 Frost damage and slowing movement speed by $s1% for $d.","Movement slowed by $s1%."
29609,,"Deals $s1 damage to a random target, but restores $s2 mana.",
29612,,"Increases a nearby Spectral Patron's attack speed by $s1% for $d, but slows attacks when it wears off.","Attack speed increased by $s1%."
29623,,"You generate $s1% more rage from damage dealt.",
29624,,"Chance to strike your ranged target with a Searing Arrow for $29638s1 Fire damage.",
29625,,"Chance to strike your ranged target with a Flaming Cannonball for $29639s1 Fire damage.",
29626,,"Chance to strike your ranged target with a Shadow Bolt for $29640s1 Shadow damage.",
29627,,"Gives invisibility for $d1.",Invisible.
29632,,"Chance to strike your ranged target with Shadow Shot for $29641s1 Shadow damage.",
29633,,"Chance to strike your ranged target with a Fire Blast for $29644s1 Fire damage.",
29634,,"Chance to strike your ranged target with a Quill Shot for $29646s1 Nature damage.",
29635,,"Chance to strike your ranged target with a Flaming Shell for $29647s1 Fire damage.",
29636,,"Chance to strike your ranged target with a Venom Shot for $29653s1 Nature damage.",
29637,,"Chance to strike your ranged target with Keeper's Sting for $29655s1 Nature damage.",
29638,,"Searing Arrow for $s1 Fire damage.",
29639,,"Flaming Cannonball for $s1 Fire damage.",
29640,,"Shadow Bolt for $s1 Shadow damage.",
29653,,"Venom Shot for $s1 Nature damage.",
29673,,"Reduces an enemy's attack speed by $s1% and movement speed by $s2% for $d.  Also deals $s3 damage.","Attack speed reduced by $s1%.
Movement speed reduced by $s2%."
29674,,"Absorbs $s1 damage.  Lasts $d.","Absorbs $s1 damage.  Requires shield equipped."
29676,,"Deals $s1 damage to target enemy, knocking them down for $d.",Stunned.
29677,,"Throws a mallet at an enemy, inflicting Physical damage.",
29680,,"Deals fire damage in an area.",
29683,,"Summons a spotlight at the caster's location for $d that buffs anyone inside it.","In the spotlight!
All damage done is increased by $s2%."
29686,,"Allows the miner to smelt adamantite bars into a hardened adamantite bar.  Smelting hardened adamantite requires a forge.",
29688,,"Transmutes Primal Earth, Water, Air, Fire and Mana into Primal Might.",
29691,,,"Physical damage dealt is increased by $s1%.
Attack speed increased by $s2%."
29702,,"Applies the Greater Ward of Shielding to a shield.  This ward absorbs up to $29701s1 points of damage before it fails.",
29704,"Rank 4","Bashes the target with your shield for $s2 damage.  It also dazes the target and interrupts spellcasting, preventing any spell in that school from being cast for $d.",
29707,"Rank 10","A strong attack that increases melee damage by $s1 and causes a high amount of threat.  Causes ${0.35*$m1} additional damage against Dazed targets.",
29711,,"Deals $s1 damage to current enemy target, knocking them down for $d.",Stunned.
29714,,"Call Attumen to assist you.",
29716,,"Reduces target's chance to hit with physical attacks by $s1%. Stacks.","Your connection to the mortal realm grows tenuous.
Chance to hit reduced by $s1%."
29718,,"Increases resistance to all magic schools by $s1 for $d.","Magical resistances increased by $s1."
29720,,"Applies the Greater Ward of Shielding to your shield.  This ward absorbs up to $29701s1 points of damage before it fails.",
29721,"Rank 1","Reduces the cooldown of your Whirlwind ability by $/1000;s1 sec.",
29722,"Rank 1","Deals $s1 Fire damage to your target and an additional $/4;s1 Fire damage if the target is affected by an Immolate spell.",
29723,"Rank 1","Reduces the cooldown of your Retaliation, Recklessness and Shield Wall abilities by $/60000;s1 min and increases their duration by $/1000;s2 sec.",
29724,"Rank 2","Reduces the cooldown of your Retaliation, Recklessness and Shield Wall abilities by $/60000;s1 min and increases their duration by $/1000;s2 sec.",
29725,"Rank 3","Reduces the cooldown of your Retaliation, Recklessness and Shield Wall abilities by $/60000;s1 min and increases their duration by $/1000;s2 sec.",
29731,,"Calls forth an ancestral spirit wolf to track the individual you seek.",
29759,"Rank 1","Increases attack power by $s1% and reduces threat caused by $s2% while in Berserker Stance.",
29760,"Rank 2","Increases attack power by $s1% and reduces threat caused by $s2% while in Berserker Stance.",
29761,"Rank 3","Increases attack power by $s1% and reduces threat caused by $s2% while in Berserker Stance.",
29762,"Rank 4","Increases attack power by $s1% and reduces threat caused by $s2% while in Berserker Stance.",
29763,"Rank 5","Increases attack power by $s1% and reduces threat caused by $s2% while in Berserker Stance.",
29765,,"Strikes at an enemy, inflicting $s1 arcane damage.",
29766,,"Overloaded with arcane energy.  Generating periodic arcane explosions that damage nearby friendly targets.",
29768,,"Transfers a tremendous amount of arcane energy to an enemy target, overloading it.  The target periodically explodes, releasing the energy and dealing increasing arcane damage to nearby allies.","Periodically inflicting Arcane damage to nearby allies."
29769,,"Mount Midnight",
29773,,"Plant the tree seedling in the fertile dirt mound.",
29776,"Rank 2","Reduces the cooldown of your Whirlwind ability by $/1000;s1 sec.",
29787,"Rank 1","Reduces the rage cost of your offensive abilities by $/10;s1.",
29788,,"Retaliates against melee attacks.","Retaliating against certain attacks."
29790,"Rank 2","Reduces the rage cost of your offensive abilities by $/10;s1.",
29792,"Rank 3","Reduces the rage cost of your offensive abilities by $/10;s1.",
29793,,"Retaliates against spell attacks.","Retaliating against certain attacks."
29794,,"Retaliates against ranged attacks.","Retaliating against certain attacks."
29799,,"Mount Midnight with Attumen to assist you.",
29801,"Rank 1","Warrior goes on a rampage, increasing attack power by $30029s1 and causing most successful melee attacks to increase attack power by an additional $30029s1.  This effect will stack up to $30029u times.  Lasts $d.  This ability can only be used after scoring a critical hit.","Most melee hits increase the warrior's attack power."
29820,,"DEBUG
Assist a raid when it wipes.  For use on Test Realms only.",
29830,,"Reach into the hat for a drink.",
29832,,"Inflicts weapon damage minus $s1 Shadow damage to an enemy and its nearest allies, affecting up to $x1 targets.",
29833,,"Reduces an enemy's chance to hit by $s1%. 
Reduces an enemy's chance to hit with spells by $s2%.","Chance to hit with spells and melee attacks reduced by $s1%."
29834,"Rank 1","Whenever you are struck by a Stun or Immobilize effect you will generate $/10;29841o1 rage and $29841o2% of your total health over $29841d.",
29836,"Rank 1","Your Rend and Deep Wounds abilities also increase all physical damage caused to that target by $30069s1%.",
29837,,"Increases the caster's Physical damage by $s3%., but reduces its movement speed by $s1% and slows its attacks by $s2%.","Physical damage dealt is increased by $s3%.
Movement speed reduced by $s1%.
Attack speed reduced by $s2%."
29838,"Rank 2","Whenever you are struck by a Stun or Immobilize effect you will generate $/10;29842o1 rage and $29842o2% of your total health over $29842d.",
29840,,"Stuns the caster for $d, then triggers an effect.","Charging fists..."
29841,"Rank 1",,"Generates $/10;s1 rage and heals $s2% of your total health every $t1 sec."
29842,"Rank 2",,"Generates $/10;s1 rage and heals $s2% of your total health every $t1 sec."
29844,Master,"Allows a Blacksmith to make weapons and armor up to a maximum potential skill of 375.",
29847,,"Charges an enemy, inflicting normal damage plus $s3 and fixates on the opponent for $d.",
29858,,"Reduces threat by $s1% for all enemies within $a1 yards.",
29859,"Rank 2","Your Rend and Deep Wounds abilities also increase all physical damage caused to that target by $30070s1%.",
29866,,"Casts your draenei fishing net into a school of red snapper.",
